physical_unit_id	source_id	dataset_id	opaque_patient_id	technical_eligibility	technical_reasons	technical_row_hash
HEST::SPA149	013_HEST	HEST_STUDY::50c9e446a2e4e056	HEST_STUDY::50c9e446a2e4e056::PATIENT::db191c4ba3b42c42	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	6b26c73f21b1d8d2a5e7cc2ad770bfa60f4177619bd478958db654fc55eedcf7
HEST::SPA150	013_HEST	HEST_STUDY::50c9e446a2e4e056	HEST_STUDY::50c9e446a2e4e056::PATIENT::db191c4ba3b42c42	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	a538b0fefb033f2e6a1b54596d6068e81efecd3318d3fc57181eb586bce682f1
HEST::SPA151	013_HEST	HEST_STUDY::50c9e446a2e4e056	HEST_STUDY::50c9e446a2e4e056::PATIENT::db191c4ba3b42c42	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	78c9187b725caa2704a37fb48b0481ea45b24817bbe4ea94ab58f3ece4139a4c
HEST::SPA152	013_HEST	HEST_STUDY::50c9e446a2e4e056	HEST_STUDY::50c9e446a2e4e056::PATIENT::db191c4ba3b42c42	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	fb79c7a74201fe299575c58f31483b374bfb60e96ff3c2e1ea78178d25e11ea4
HEST::SPA153	013_HEST	HEST_STUDY::50c9e446a2e4e056	HEST_STUDY::50c9e446a2e4e056::PATIENT::db191c4ba3b42c42	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	320223ba6ce03972731483f10ce58eafdb9b83b937e396cea210a5bc4553cc15
HEST::SPA154	013_HEST	HEST_STUDY::50c9e446a2e4e056	HEST_STUDY::50c9e446a2e4e056::PATIENT::db191c4ba3b42c42	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	37b0343ed7c01377fe988fee2ba006a1e572fba9943c48d840206ac50fc11b3b
HEST::SPA128	013_HEST	HEST_STUDY::50c9e446a2e4e056	HEST_STUDY::50c9e446a2e4e056::PATIENT::fa641f37aeb36d73	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	48c81fb9703ecc6acc178533a70cee12e980153ad16dc7482d164e78a9b22a46
HEST::SPA129	013_HEST	HEST_STUDY::50c9e446a2e4e056	HEST_STUDY::50c9e446a2e4e056::PATIENT::fa641f37aeb36d73	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	2e9646aab4676c63b0751fbf1c5d254139bb0b773ab335c33f820c1b815a452d
HEST::SPA130	013_HEST	HEST_STUDY::50c9e446a2e4e056	HEST_STUDY::50c9e446a2e4e056::PATIENT::fa641f37aeb36d73	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	6ca1a1a8a06dd63e85a77f426cc26a8fcf8ce08a9cc43849c9db364cca5387de
HEST::NCBI682	013_HEST	HEST_STUDY::551191bc76553b0f	HEST_STUDY::551191bc76553b0f::PATIENT::3ed46a0628664286	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	d41b604b2d1b7c3a8b792feb2ced163166e16710f1dab582d3768230e8f41dbc
HEST::NCBI683	013_HEST	HEST_STUDY::551191bc76553b0f	HEST_STUDY::551191bc76553b0f::PATIENT::61b46903903918c1	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	4a30000212783a3f7be611ff598e9877cc27c124772a889b0af1d4706097f717
HEST::NCBI684	013_HEST	HEST_STUDY::551191bc76553b0f	HEST_STUDY::551191bc76553b0f::PATIENT::9ef7f98eb1ef3d60	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	b97921db25c85560acffa99418cfdf33172beafc2c5b4708ab85b40690498abe
HEST::NCBI681	013_HEST	HEST_STUDY::551191bc76553b0f	HEST_STUDY::551191bc76553b0f::PATIENT::b6d508fe9855bdfe	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	5e1e73d777d60fe097034a524cdf90be7e60c12fae7b9ec612149f396736f63c
HEST::TENX200	013_HEST	HEST_STUDY::560ae0f4430e2942	HEST_STUDY::560ae0f4430e2942::PATIENT::55c80e0882bfed64	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	a55cd4b4b66a92df2df03ea22f560b9169a5eca6d0be232a8ecc4d6483823e6a
HEST::TENX201	013_HEST	HEST_STUDY::560ae0f4430e2942	HEST_STUDY::560ae0f4430e2942::PATIENT::55c80e0882bfed64	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	b75359ef895304dbc5c31384a39d170c49e0941d712be9a60b6da221e6135134
HEST::TENX202	013_HEST	HEST_STUDY::560ae0f4430e2942	HEST_STUDY::560ae0f4430e2942::PATIENT::55c80e0882bfed64	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	bdc0ad7cc9be4d31707266535e496602b6fd517db19cc60ffdb893c7b0005228
HEST::TENX194	013_HEST	HEST_STUDY::560ae0f4430e2942	HEST_STUDY::560ae0f4430e2942::PATIENT::686b7ccc6c2d33f2	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	790abf10250db7b70074356a893c45d5ee3043a23b9d4840f639f70017ce7f42
HEST::TENX195	013_HEST	HEST_STUDY::560ae0f4430e2942	HEST_STUDY::560ae0f4430e2942::PATIENT::686b7ccc6c2d33f2	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	518abcd41f65a83569efc38066549607144f579217d11e3eb96550b67962d784
HEST::TENX196	013_HEST	HEST_STUDY::560ae0f4430e2942	HEST_STUDY::560ae0f4430e2942::PATIENT::686b7ccc6c2d33f2	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	97f4609ca0ac8e3820e34500be82580a9112b8b749b1a7df45b6b03a91dba92c
HEST::TENX197	013_HEST	HEST_STUDY::560ae0f4430e2942	HEST_STUDY::560ae0f4430e2942::PATIENT::9ef7f98eb1ef3d60	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	b9b24a26bc3abbd6ea3648153582dd10de30afa873d09bc95cd5ddd4a240d207
HEST::TENX198	013_HEST	HEST_STUDY::560ae0f4430e2942	HEST_STUDY::560ae0f4430e2942::PATIENT::9ef7f98eb1ef3d60	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	3d221438f486fe6608f6bb72a9edb50eb28c94682371b8697f529be7d327e6c4
HEST::TENX199	013_HEST	HEST_STUDY::560ae0f4430e2942	HEST_STUDY::560ae0f4430e2942::PATIENT::9ef7f98eb1ef3d60	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	c905fb34e7857cfdfd173444f75188403093a6d0d1624c4a95b8d0df3e36c85c
HEST::TENX191	013_HEST	HEST_STUDY::560ae0f4430e2942	HEST_STUDY::560ae0f4430e2942::PATIENT::a6697941506f4e43	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	c2e838942cefc47e13456a97b8e7fd5df053159d9dc9d3224aacb1671fa89ec9
HEST::TENX192	013_HEST	HEST_STUDY::560ae0f4430e2942	HEST_STUDY::560ae0f4430e2942::PATIENT::a6697941506f4e43	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	4f300bdbf02aa30cfd5ec7a2039171359b752abe2ccf50ca89053a433d8d3414
HEST::TENX193	013_HEST	HEST_STUDY::560ae0f4430e2942	HEST_STUDY::560ae0f4430e2942::PATIENT::a6697941506f4e43	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	634e8ed02e91aeeac9995bae6936b071d8c86f3f77ad14b5b4fdf808a7cffe10
HEST::NCBI784	013_HEST	HEST_STUDY::62480f1b0e8c1292	HEST_STUDY::62480f1b0e8c1292::PATIENT::52652e51ba6f9abd	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	47ad3217daa305bd7be089ee9a75e050b7a971fa12e58dab2d211077282d591d
HEST::NCBI785	013_HEST	HEST_STUDY::62480f1b0e8c1292	HEST_STUDY::62480f1b0e8c1292::PATIENT::52652e51ba6f9abd	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	547d761a8287226aac700fb1d52bdea599ced61f10d13237e96cf62039c4d466
HEST::NCBI783	013_HEST	HEST_STUDY::62480f1b0e8c1292	HEST_STUDY::62480f1b0e8c1292::PATIENT::cba45335aee18f06	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	3a8dce590fc7c635c73a267bc0a1e09b99ba510f1fa02f9f96d70bf6e31f733c
HEST::NCBI762	013_HEST	HEST_STUDY::70d6a0bd74a6675c	HEST_STUDY::70d6a0bd74a6675c::PATIENT::0819020e459fb5fb	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	6ab613fd3050cd84df6f1df2797047056ab91cda5ea0204bb4b1670305e39baf
HEST::NCBI763	013_HEST	HEST_STUDY::70d6a0bd74a6675c	HEST_STUDY::70d6a0bd74a6675c::PATIENT::0819020e459fb5fb	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	bc5d171979e568116e7f78341ae237282f5c341620cd07ae9d6eaa2679d7261f
HEST::NCBI764	013_HEST	HEST_STUDY::70d6a0bd74a6675c	HEST_STUDY::70d6a0bd74a6675c::PATIENT::0819020e459fb5fb	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	60da97e05c7fb3b1ce6a6434204304a31505ffa1f74a57bf841e3b8f32b95d31
HEST::NCBI768	013_HEST	HEST_STUDY::70d6a0bd74a6675c	HEST_STUDY::70d6a0bd74a6675c::PATIENT::686b7ccc6c2d33f2	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	8ac8bbbeba04b0387ac09cae486395e0123650d10c6d7bc29e324610b43add60
HEST::NCBI769	013_HEST	HEST_STUDY::70d6a0bd74a6675c	HEST_STUDY::70d6a0bd74a6675c::PATIENT::686b7ccc6c2d33f2	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	bdfbed3f193aad8c5c3b04f5234749fe70bdc294983f8c318503023b027537d4
HEST::NCBI770	013_HEST	HEST_STUDY::70d6a0bd74a6675c	HEST_STUDY::70d6a0bd74a6675c::PATIENT::686b7ccc6c2d33f2	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	2080b7d7865c4fc7cd289c38d825193122c91c76760db487543439525466d072
HEST::NCBI765	013_HEST	HEST_STUDY::70d6a0bd74a6675c	HEST_STUDY::70d6a0bd74a6675c::PATIENT::8463db9b7b3e2fbd	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	52a331724736d8d5bae59cd64c676985fcf3232b5c5e3b1e04fb9ee4089fda7b
HEST::NCBI766	013_HEST	HEST_STUDY::70d6a0bd74a6675c	HEST_STUDY::70d6a0bd74a6675c::PATIENT::8463db9b7b3e2fbd	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	cf00dd01c86083f790b52cc4d409ec2ff5b4300cdda9f05a303a68ed6e6466f4
HEST::NCBI767	013_HEST	HEST_STUDY::70d6a0bd74a6675c	HEST_STUDY::70d6a0bd74a6675c::PATIENT::8463db9b7b3e2fbd	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	d8d9aeec75c9450a7417ab7768714d5cca34430a2f60749017b309b5a52f36a4
HEST::MEND37	013_HEST	HEST_STUDY::70d6a0bd74a6675c	HEST_STUDY::70d6a0bd74a6675c::PATIENT::a6697941506f4e43	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	53b40df03feb359956410bfbfdef94dbaf0f6433d3b5f2351d59ef10a4ea2090
HEST::MEND38	013_HEST	HEST_STUDY::70d6a0bd74a6675c	HEST_STUDY::70d6a0bd74a6675c::PATIENT::a6697941506f4e43	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	b66c308962dcafeec2b568fb6a2521a5d8b3a0daf310421b78121bfbba0b0881
HEST::MEND39	013_HEST	HEST_STUDY::70d6a0bd74a6675c	HEST_STUDY::70d6a0bd74a6675c::PATIENT::a6697941506f4e43	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	d925b5829d55023536ff34aaaeb4e009ba537649332163daeb159431ede4ce23
HEST::MEND40	013_HEST	HEST_STUDY::70d6a0bd74a6675c	HEST_STUDY::70d6a0bd74a6675c::PATIENT::a6697941506f4e43	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	8060a3f8daf03a178878729535456995c0f74e599e359e5720d90bbd2d0eec84
HEST::NCBI759	013_HEST	HEST_STUDY::70d6a0bd74a6675c	HEST_STUDY::70d6a0bd74a6675c::PATIENT::c12c25258bb6ae43	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	425608f08bc00a45fe1a16b4facff1c76b30cb8687335625d0409cfeed1a61b1
HEST::NCBI760	013_HEST	HEST_STUDY::70d6a0bd74a6675c	HEST_STUDY::70d6a0bd74a6675c::PATIENT::c12c25258bb6ae43	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	0569c3d2b2de417168b53bf8d73b23bc82a062912012db161f6e33f11e8d9b3d
HEST::NCBI761	013_HEST	HEST_STUDY::70d6a0bd74a6675c	HEST_STUDY::70d6a0bd74a6675c::PATIENT::c12c25258bb6ae43	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	625bdf48c696f79caf263c98f2cdd6a4cfb0d1b1d99f5b0fbd209242fa28ff9a
HEST::INT16	013_HEST	HEST_STUDY::7d3c5dc45fff3986	HEST_STUDY::7d3c5dc45fff3986::PATIENT::0819020e459fb5fb	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	e944c20bb742bcf855a2f25333ebb94cf8440b65d3c4581323594df275d035f4
HEST::INT14	013_HEST	HEST_STUDY::7d3c5dc45fff3986	HEST_STUDY::7d3c5dc45fff3986::PATIENT::12347ea563836741	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	8be8a633cac43525e4339dc78145878dc6e75a15cc1299355e187d88af1512f3
HEST::INT1	013_HEST	HEST_STUDY::7d3c5dc45fff3986	HEST_STUDY::7d3c5dc45fff3986::PATIENT::17421084945695eb	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	c7d4b47dd6f85282bfb0f6b6cf2a03a48aa6a78fb3bf76a91a301e5c8d4c7d33
HEST::INT18	013_HEST	HEST_STUDY::7d3c5dc45fff3986	HEST_STUDY::7d3c5dc45fff3986::PATIENT::3ed46a0628664286	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	644d0f3c07d2f98f23cca524cdc47ad7961a3682f7d38fb409b40ea025e63817
HEST::INT7	013_HEST	HEST_STUDY::7d3c5dc45fff3986	HEST_STUDY::7d3c5dc45fff3986::PATIENT::46fb6033e7d97d6a	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	a1cac1d95a40f223d0ff62e143ba0671d5171ed72bcec50f0dd31341b22fc903
HEST::INT8	013_HEST	HEST_STUDY::7d3c5dc45fff3986	HEST_STUDY::7d3c5dc45fff3986::PATIENT::5359ba91f18779e7	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	130203f7cb4a5b68b044adc33849320f93488366e63bf34e778974c1122e9994
HEST::INT21	013_HEST	HEST_STUDY::7d3c5dc45fff3986	HEST_STUDY::7d3c5dc45fff3986::PATIENT::55c80e0882bfed64	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	e1db9773b9682785c8cbba37f4bf752db0acb22f7912dff950cfa665f084db8a
HEST::INT12	013_HEST	HEST_STUDY::7d3c5dc45fff3986	HEST_STUDY::7d3c5dc45fff3986::PATIENT::5aab563a2d2cfc02	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	8612937eb3232409d810ab20e27a7264884d3926eb54abdb2befe03ebcb52c8c
HEST::INT19	013_HEST	HEST_STUDY::7d3c5dc45fff3986	HEST_STUDY::7d3c5dc45fff3986::PATIENT::61b46903903918c1	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	ddbe98bc996a2d0485f20af7a7edfdd7ea370112806be6880d5ffb0a9ae7c848
HEST::INT23	013_HEST	HEST_STUDY::7d3c5dc45fff3986	HEST_STUDY::7d3c5dc45fff3986::PATIENT::686b7ccc6c2d33f2	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	8b2253c0fcd883d5e08c893f5047eedce7b11a4bfe78118f4ec627a5c653b5ba
HEST::INT3	013_HEST	HEST_STUDY::7d3c5dc45fff3986	HEST_STUDY::7d3c5dc45fff3986::PATIENT::7c83ecaddf9c9a9f	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	0815045a3576e55e68df517aca825411b20bd1fe505e259a03ea12965ee2e768
HEST::INT11	013_HEST	HEST_STUDY::7d3c5dc45fff3986	HEST_STUDY::7d3c5dc45fff3986::PATIENT::7f5a1a73aa7d8c46	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	b90ed35f5a621d91fec98cc9903068b2d778f4ff6b73b252269d8af614a3f7fb
HEST::INT20	013_HEST	HEST_STUDY::7d3c5dc45fff3986	HEST_STUDY::7d3c5dc45fff3986::PATIENT::8463db9b7b3e2fbd	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	0ea2bb1eb47c0efb20f92008aca793da65d20ceda027f490e9fa854c54b94ca8
HEST::INT10	013_HEST	HEST_STUDY::7d3c5dc45fff3986	HEST_STUDY::7d3c5dc45fff3986::PATIENT::947e0f19214ac6ed	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	5bb5a11ed8283d4ae0ce68662439c80644d3dda7d4e3db03cf47610a64609d17
HEST::INT22	013_HEST	HEST_STUDY::7d3c5dc45fff3986	HEST_STUDY::7d3c5dc45fff3986::PATIENT::9ef7f98eb1ef3d60	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	6728c4fd31eb3bcd7638dfd848e6949c8a08bd8fd4115270b9282c302f0572c8
HEST::INT13	013_HEST	HEST_STUDY::7d3c5dc45fff3986	HEST_STUDY::7d3c5dc45fff3986::PATIENT::a02342267b2d29d7	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	854c14585675f4a873a0842140cc01f89b089b614aba69ea89c55537c89cf741
HEST::INT24	013_HEST	HEST_STUDY::7d3c5dc45fff3986	HEST_STUDY::7d3c5dc45fff3986::PATIENT::a6697941506f4e43	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	3b6e5c9ddd468100e8b63d4e60bb3eaae8407cbc303d4b1fe41ac30915660e59
HEST::INT6	013_HEST	HEST_STUDY::7d3c5dc45fff3986	HEST_STUDY::7d3c5dc45fff3986::PATIENT::a93fe280b33a6e78	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	d92aeaf79897893c5f9df73a181656ecd63e1dc04d355d6e86b8ba08e0a9ae68
HEST::INT17	013_HEST	HEST_STUDY::7d3c5dc45fff3986	HEST_STUDY::7d3c5dc45fff3986::PATIENT::b6d508fe9855bdfe	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	774331c46ad4a8f2b072b89b9f03d4bff57c76f5368e7891e882f7012d57145f
HEST::INT15	013_HEST	HEST_STUDY::7d3c5dc45fff3986	HEST_STUDY::7d3c5dc45fff3986::PATIENT::c12c25258bb6ae43	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	fb9b29a06647a1b0c9c29656e06ab8c5d8cada9281149c2ee9ed6e0d763bb017
HEST::INT2	013_HEST	HEST_STUDY::7d3c5dc45fff3986	HEST_STUDY::7d3c5dc45fff3986::PATIENT::d8f7a48d8b7e4442	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	8e382025b1f464f883e7a3fd1169b1ef504e87518823c89ab93edab718f2a65e
HEST::INT9	013_HEST	HEST_STUDY::7d3c5dc45fff3986	HEST_STUDY::7d3c5dc45fff3986::PATIENT::dec45ab3b2e737c6	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	8d0dc1de662c09292912b4891e42ce0cf3c0e0dfffdfaed2f32aaffb7f5438dc
HEST::INT4	013_HEST	HEST_STUDY::7d3c5dc45fff3986	HEST_STUDY::7d3c5dc45fff3986::PATIENT::ec1efa34eb6c90c0	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	3a31f597c5e8534417c2240f7735e8cb2f406b071fedfc0b5db8f342c0c2a71b
HEST::INT5	013_HEST	HEST_STUDY::7d3c5dc45fff3986	HEST_STUDY::7d3c5dc45fff3986::PATIENT::f0d853b214fa04f4	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	bde483120d8c7f2e7186f13e5f6e3cd0eb4c05bc98beebf0d043bdfd1679beba
HEST::NCBI854	013_HEST	HEST_STUDY::8009241e859a7286	HEST_STUDY::8009241e859a7286::PATIENT::a6697941506f4e43	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	d34e695dba951dd5a021466c95d5fc7ef70d6effd9c33b7a2b4b201f742dd438
HEST::NCBI855	013_HEST	HEST_STUDY::8009241e859a7286	HEST_STUDY::8009241e859a7286::PATIENT::c12c25258bb6ae43	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	0678e596cc248fed60b09a61ea1546d5fb1a70bff3124488adfba7939e62a16a
HEST::SPA66	013_HEST	HEST_STUDY::85ef289e4d85fd28	HEST_STUDY::85ef289e4d85fd28::PATIENT::0f3972a955e197dc	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	47fa208cf9f014757b3f0867617d6d1aa81b6f027f797f18f64dc9c0b56c8a6b
HEST::SPA67	013_HEST	HEST_STUDY::85ef289e4d85fd28	HEST_STUDY::85ef289e4d85fd28::PATIENT::0f3972a955e197dc	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	b097ce5371880e71e4581cb3f364308f490eb5c655a7f94e5f6b7736d8c78982
HEST::SPA68	013_HEST	HEST_STUDY::85ef289e4d85fd28	HEST_STUDY::85ef289e4d85fd28::PATIENT::0f3972a955e197dc	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	f2e642a16a4735c60c2baea5564ed6a9394a3ef252702ab8e61bb0db08e82d13
HEST::SPA105	013_HEST	HEST_STUDY::85ef289e4d85fd28	HEST_STUDY::85ef289e4d85fd28::PATIENT::0f48fdbd43a010b8	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	22dc0f574f6c9b2a12a261b07854cfc33aa0930a4b2ab99e1fb6f0b7c65f88a2
HEST::SPA106	013_HEST	HEST_STUDY::85ef289e4d85fd28	HEST_STUDY::85ef289e4d85fd28::PATIENT::0f48fdbd43a010b8	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	633b12a230fb47d7f9afc0928c88be4c52922ae0e923e6344c165e00343f4b9d
HEST::SPA107	013_HEST	HEST_STUDY::85ef289e4d85fd28	HEST_STUDY::85ef289e4d85fd28::PATIENT::0f48fdbd43a010b8	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	3ca88b6e0db5b7edee6b0656b4774b2f9288b632898cb668d128c2e2dc68b5b7
HEST::SPA93	013_HEST	HEST_STUDY::85ef289e4d85fd28	HEST_STUDY::85ef289e4d85fd28::PATIENT::1ef2afe407b74297	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	18c09744c3cfe0e5e1414d2014f695de47e5f94de492e3565a6f9bbd984df2ba
HEST::SPA94	013_HEST	HEST_STUDY::85ef289e4d85fd28	HEST_STUDY::85ef289e4d85fd28::PATIENT::1ef2afe407b74297	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	947c452f26f3c2904645a8010b3da8a833b7d7dcf0e434483a5fc1718c825dc1
HEST::SPA95	013_HEST	HEST_STUDY::85ef289e4d85fd28	HEST_STUDY::85ef289e4d85fd28::PATIENT::1ef2afe407b74297	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	9e9498fd7269fbffd8c535ed04e7b3b2488c55c74693b8cba971e06c563e30cd
HEST::SPA96	013_HEST	HEST_STUDY::85ef289e4d85fd28	HEST_STUDY::85ef289e4d85fd28::PATIENT::26a560d8eda53dcc	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	703ba575283596cb6ace513d028b5b4c3c950adbd488def2459314005c3bb147
HEST::SPA97	013_HEST	HEST_STUDY::85ef289e4d85fd28	HEST_STUDY::85ef289e4d85fd28::PATIENT::26a560d8eda53dcc	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	c27a66fc0fc76dfd236144f6fa28aaedc7876d09fe98fec347113aa859e25a6a
HEST::SPA98	013_HEST	HEST_STUDY::85ef289e4d85fd28	HEST_STUDY::85ef289e4d85fd28::PATIENT::26a560d8eda53dcc	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	355f51b7533b63fbce098352308bc2429bc4014b30dacdde0dd962b6c69cdd8a
HEST::SPA78	013_HEST	HEST_STUDY::85ef289e4d85fd28	HEST_STUDY::85ef289e4d85fd28::PATIENT::2e2167a175ee172a	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	738f3e9f1277ee2143c32e578e0eefcad1f848b1168facbe871001e1ad803e49
HEST::SPA79	013_HEST	HEST_STUDY::85ef289e4d85fd28	HEST_STUDY::85ef289e4d85fd28::PATIENT::2e2167a175ee172a	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	4766aa4dc5fc1415b0c1845bfb95cca840c6580629f543b75364356009338871
HEST::SPA80	013_HEST	HEST_STUDY::85ef289e4d85fd28	HEST_STUDY::85ef289e4d85fd28::PATIENT::2e2167a175ee172a	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	f4c6273a65f399e4d1d8e62c6868f834eaf69fbedb0e14307a9e0feceaa5a810
HEST::SPA108	013_HEST	HEST_STUDY::85ef289e4d85fd28	HEST_STUDY::85ef289e4d85fd28::PATIENT::439d460fbd96094d	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	aee1574df5e914dc9ed5e9ae8b741c6be8fb48dc0d36830ffda37ca3749a8b78
HEST::SPA109	013_HEST	HEST_STUDY::85ef289e4d85fd28	HEST_STUDY::85ef289e4d85fd28::PATIENT::439d460fbd96094d	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	b9df52b59596d8d4d8a4b6f583b0dec89ec32de03af51869c2778c2cb5baa995
HEST::SPA110	013_HEST	HEST_STUDY::85ef289e4d85fd28	HEST_STUDY::85ef289e4d85fd28::PATIENT::439d460fbd96094d	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	4db6e285e10bdd606eca5164ea339bf802d5a8addb62fd6033ab9ca5877ba14a
HEST::SPA60	013_HEST	HEST_STUDY::85ef289e4d85fd28	HEST_STUDY::85ef289e4d85fd28::PATIENT::459a9a7aa843ae7b	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	0094bbad01c693dc53dcfdc4e502007b3eacbeaa90cd67f9c9bf3f1858299098
HEST::SPA61	013_HEST	HEST_STUDY::85ef289e4d85fd28	HEST_STUDY::85ef289e4d85fd28::PATIENT::459a9a7aa843ae7b	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	fc6814c12eeb67646dcc7894316f1ba2350fa7853957d16a35b545741f72f0a3
HEST::SPA62	013_HEST	HEST_STUDY::85ef289e4d85fd28	HEST_STUDY::85ef289e4d85fd28::PATIENT::459a9a7aa843ae7b	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	ae9bcf0aa3832e435517e50255fecf0bdcbc8039ae5476c8b282ad8054d6fcf2
HEST::SPA100	013_HEST	HEST_STUDY::85ef289e4d85fd28	HEST_STUDY::85ef289e4d85fd28::PATIENT::4a8df70afca776ec	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	c53808d67519474301db06522e10c2d0573be6e16b5bd74045d63fc52032d0e6
